Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response
Human,12,1,1,1,Visual,TR,1.25;3.75,3.75,3.03509
Human,12,1,1,2,Visual,TR,1.25;3.75,3.75,1.47135
Human,12,1,1,3,Visual,TR,1.25;3.75,3.75,2.0299
Human,12,1,1,4,Visual,TR,1.25;3.75,1.25,0.86921
Human,12,1,1,5,Visual,TR,1.25;3.75,1.25,1.02184
Human,12,1,1,6,Visual,TR,1.25;3.75,3.75,2.11899
Human,12,1,1,7,Visual,TR,1.25;3.75,3.75,2.522
Human,12,1,1,8,Visual,TR,1.25;3.75,3.75,3.5911
Human,12,1,1,9,Visual,TR,1.25;3.75,3.75,2.42915
Human,12,1,1,10,Visual,TR,1.25;3.75,1.25,0.58886
Human,12,1,1,11,Visual,TR,1.25;3.75,1.25,0.68881
Human,12,1,1,12,Visual,TR,1.25;3.75,3.75,1.65862
Human,12,1,1,13,Visual,TR,1.25;3.75,1.25,1.30799
Human,12,1,1,14,Visual,TR,1.25;3.75,3.75,3.259
Human,12,1,1,15,Visual,TR,1.25;3.75,3.75,1.58576
Human,12,1,1,16,Visual,TR,1.25;3.75,3.75,1.57047
Human,12,1,1,17,Visual,TR,1.25;3.75,1.25,0.70873
Human,12,1,1,18,Visual,TR,1.25;3.75,1.25,0.62524
Human,12,1,1,19,Visual,TR,1.25;3.75,1.25,1.00406
Human,12,1,1,20,Visual,TR,1.25;3.75,3.75,1.61561
Human,12,1,1,21,Visual,TR,1.25;3.75,1.25,0.72497
Human,12,1,1,22,Visual,TR,1.25;3.75,1.25,0.84119
Human,12,1,1,23,Visual,TR,1.25;3.75,1.25,0.2159
Human,12,1,1,24,Visual,TR,1.25;3.75,3.75,2.2043
Human,12,1,1,25,Visual,TR,1.25;3.75,1.25,1.87053
Human,12,1,1,26,Visual,TR,1.25;3.75,1.25,1.27633
Human,12,1,1,27,Visual,TR,1.25;3.75,3.75,2.32644
Human,12,1,1,28,Visual,TR,1.25;3.75,3.75,3.31313
Human,12,1,1,29,Visual,TR,1.25;3.75,1.25,1.12025
Human,12,1,1,30,Visual,TR,1.25;3.75,3.75,2.3534
Human,12,1,1,31,Visual,TR,1.25;3.75,3.75,2.37014
Human,12,1,1,32,Visual,TR,1.25;3.75,3.75,2.17484
Human,12,1,1,33,Visual,TR,1.25;3.75,1.25,0.73182
Human,12,1,1,34,Visual,TR,1.25;3.75,3.75,2.81946
Human,12,1,1,35,Visual,TR,1.25;3.75,1.25,1.25478
Human,12,1,1,36,Visual,TR,1.25;3.75,1.25,0.94934
Human,12,1,1,37,Visual,TR,1.25;3.75,1.25,1.01267
Human,12,1,1,38,Visual,TR,1.25;3.75,3.75,1.37304
Human,12,1,1,39,Visual,TR,1.25;3.75,3.75,1.53672
Human,12,1,1,40,Visual,TR,1.25;3.75,1.25,0.8646
Human,12,1,1,41,Visual,TR,1.25;3.75,3.75,1.78786
Human,12,1,1,42,Visual,TR,1.25;3.75,3.75,3.13914
Human,12,1,1,43,Visual,TR,1.25;3.75,3.75,2.86988
Human,12,1,1,44,Visual,TR,1.25;3.75,1.25,0.65179
Human,12,1,1,45,Visual,TR,1.25;3.75,1.25,0.36546
Human,12,1,1,46,Visual,TR,1.25;3.75,1.25,1.10408
Human,12,1,1,47,Visual,TR,1.25;3.75,3.75,2.44278
Human,12,1,1,48,Visual,TR,1.25;3.75,3.75,2.50077
Human,12,1,1,49,Visual,TR,1.25;3.75,1.25,3.01133
Human,12,1,1,50,Visual,TR,1.25;3.75,3.75,2.52363
Human,12,1,1,51,Visual,TR,1.25;3.75,1.25,1.03572
Human,12,1,1,52,Visual,TR,1.25;3.75,1.25,1.2881
Human,12,1,1,53,Visual,TR,1.25;3.75,3.75,1.77242
Human,12,1,1,54,Visual,TR,1.25;3.75,1.25,0.66732
Human,12,1,1,55,Visual,TR,1.25;3.75,1.25,1.24982
Human,12,1,1,56,Visual,TR,1.25;3.75,3.75,2.83123
Human,12,1,1,57,Visual,TR,1.25;3.75,1.25,1.04868
Human,12,1,1,58,Visual,TR,1.25;3.75,1.25,1.49775
Human,12,1,1,59,Visual,TR,1.25;3.75,1.25,0.86537
Human,12,1,1,60,Visual,TR,1.25;3.75,3.75,3.48941
Human,14,1,1,1,Visual,TR,1.25;3.75,1.25,0.43584
Human,14,1,1,2,Visual,TR,1.25;3.75,1.25,0.30962
Human,14,1,1,3,Visual,TR,1.25;3.75,3.75,1.41956
Human,14,1,1,4,Visual,TR,1.25;3.75,3.75,0.09509
Human,14,1,1,5,Visual,TR,1.25;3.75,3.75,1.28967
Human,14,1,1,6,Visual,TR,1.25;3.75,3.75,1.01339
Human,14,1,1,7,Visual,TR,1.25;3.75,1.25,0.42755
Human,14,1,1,8,Visual,TR,1.25;3.75,3.75,1.28641
Human,14,1,1,9,Visual,TR,1.25;3.75,1.25,0.53307
Human,14,1,1,10,Visual,TR,1.25;3.75,3.75,1.07165
Human,14,1,1,11,Visual,TR,1.25;3.75,3.75,1.19711
Human,14,1,1,12,Visual,TR,1.25;3.75,1.25,1.64841
Human,14,1,1,13,Visual,TR,1.25;3.75,3.75,1.15387
Human,14,1,1,14,Visual,TR,1.25;3.75,3.75,1.7425
Human,14,1,1,15,Visual,TR,1.25;3.75,3.75,1.51266
Human,14,1,1,16,Visual,TR,1.25;3.75,3.75,1.51366
Human,14,1,1,17,Visual,TR,1.25;3.75,3.75,1.63614
Human,14,1,1,18,Visual,TR,1.25;3.75,1.25,0.98564
Human,14,1,1,19,Visual,TR,1.25;3.75,1.25,0.64058
Human,14,1,1,20,Visual,TR,1.25;3.75,3.75,1.29182
Human,14,1,1,21,Visual,TR,1.25;3.75,1.25,0.94955
Human,14,1,1,22,Visual,TR,1.25;3.75,1.25,0.72342
Human,14,1,1,23,Visual,TR,1.25;3.75,1.25,1.02499
Human,14,1,1,24,Visual,TR,1.25;3.75,3.75,1.86245
Human,14,1,1,25,Visual,TR,1.25;3.75,1.25,0.71554
Human,14,1,1,26,Visual,TR,1.25;3.75,3.75,1.04386
Human,14,1,1,27,Visual,TR,1.25;3.75,3.75,1.40085
Human,14,1,1,28,Visual,TR,1.25;3.75,1.25,0.42834
Human,14,1,1,29,Visual,TR,1.25;3.75,3.75,1.37782
Human,14,1,1,30,Visual,TR,1.25;3.75,3.75,1.29724
Human,14,1,1,31,Visual,TR,1.25;3.75,1.25,1.15988
Human,14,1,1,32,Visual,TR,1.25;3.75,1.25,0.39374
Human,14,1,1,33,Visual,TR,1.25;3.75,3.75,1.24763
Human,14,1,1,34,Visual,TR,1.25;3.75,1.25,1.28926
Human,14,1,1,35,Visual,TR,1.25;3.75,1.25,1.25071
Human,14,1,1,36,Visual,TR,1.25;3.75,1.25,1.28693
Human,14,1,1,37,Visual,TR,1.25;3.75,1.25,1.9725
Human,14,1,1,38,Visual,TR,1.25;3.75,1.25,1.12376
Human,14,1,1,39,Visual,TR,1.25;3.75,1.25,2.18682
Human,14,1,1,40,Visual,TR,1.25;3.75,3.75,0.13444
Human,14,1,1,41,Visual,TR,1.25;3.75,3.75,0.08102
Human,14,1,1,42,Visual,TR,1.25;3.75,1.25,1.1874
Human,14,1,1,43,Visual,TR,1.25;3.75,3.75,1.43466
Human,14,1,1,44,Visual,TR,1.25;3.75,3.75,2.07965
Human,14,1,1,45,Visual,TR,1.25;3.75,3.75,1.65809
Human,14,1,1,46,Visual,TR,1.25;3.75,3.75,1.59466
Human,14,1,1,47,Visual,TR,1.25;3.75,3.75,2.38037
Human,14,1,1,48,Visual,TR,1.25;3.75,1.25,0.09235
Human,14,1,1,49,Visual,TR,1.25;3.75,3.75,3.08876
Human,14,1,1,50,Visual,TR,1.25;3.75,1.25,2.7225
Human,14,1,1,51,Visual,TR,1.25;3.75,1.25,0.12489
Human,14,1,1,52,Visual,TR,1.25;3.75,1.25,15.04794
Human,14,1,1,53,Visual,TR,1.25;3.75,3.75,2.06338
Human,14,1,1,54,Visual,TR,1.25;3.75,1.25,0.12982
Human,14,1,1,55,Visual,TR,1.25;3.75,1.25,0.11263
Human,14,1,1,56,Visual,TR,1.25;3.75,3.75,2.68424
Human,14,1,1,57,Visual,TR,1.25;3.75,1.25,0.58926
Human,14,1,1,58,Visual,TR,1.25;3.75,1.25,3.62191
Human,14,1,1,59,Visual,TR,1.25;3.75,3.75,0.47399
Human,14,1,1,60,Visual,TR,1.25;3.75,1.25,2.97575
Human,17,1,1,1,Visual,TR,1.25;3.75,1.25,1.13581
Human,17,1,1,2,Visual,TR,1.25;3.75,3.75,1.75771
Human,17,1,1,3,Visual,TR,1.25;3.75,3.75,3.02404
Human,17,1,1,4,Visual,TR,1.25;3.75,1.25,1.04616
Human,17,1,1,5,Visual,TR,1.25;3.75,3.75,2.86078
Human,17,1,1,6,Visual,TR,1.25;3.75,3.75,3.47785
Human,17,1,1,7,Visual,TR,1.25;3.75,3.75,2.59077
Human,17,1,1,8,Visual,TR,1.25;3.75,3.75,4.00751
Human,17,1,1,9,Visual,TR,1.25;3.75,1.25,0.88481
Human,17,1,1,10,Visual,TR,1.25;3.75,3.75,2.75989
Human,17,1,1,11,Visual,TR,1.25;3.75,3.75,3.30947
Human,17,1,1,12,Visual,TR,1.25;3.75,3.75,3.57601
Human,17,1,1,13,Visual,TR,1.25;3.75,1.25,0.4978
Human,17,1,1,14,Visual,TR,1.25;3.75,3.75,3.48445
Human,17,1,1,15,Visual,TR,1.25;3.75,3.75,2.61373
Human,17,1,1,16,Visual,TR,1.25;3.75,1.25,0.68297
Human,17,1,1,17,Visual,TR,1.25;3.75,3.75,2.96338
Human,17,1,1,18,Visual,TR,1.25;3.75,3.75,3.16932
Human,17,1,1,19,Visual,TR,1.25;3.75,3.75,2.9404
Human,17,1,1,20,Visual,TR,1.25;3.75,1.25,0.66518
Human,17,1,1,21,Visual,TR,1.25;3.75,1.25,0.93175
Human,17,1,1,22,Visual,TR,1.25;3.75,1.25,0.94366
Human,17,1,1,23,Visual,TR,1.25;3.75,3.75,2.15222
Human,17,1,1,24,Visual,TR,1.25;3.75,3.75,3.24981
Human,17,1,1,25,Visual,TR,1.25;3.75,3.75,3.68523
Human,17,1,1,26,Visual,TR,1.25;3.75,1.25,0.24106
Human,17,1,1,27,Visual,TR,1.25;3.75,3.75,2.72823
Human,17,1,1,28,Visual,TR,1.25;3.75,1.25,0.85129
Human,17,1,1,29,Visual,TR,1.25;3.75,3.75,2.92016
Human,17,1,1,30,Visual,TR,1.25;3.75,3.75,3.08883
Human,17,1,1,31,Visual,TR,1.25;3.75,1.25,0.96479
Human,17,1,1,32,Visual,TR,1.25;3.75,3.75,3.56804
Human,17,1,1,33,Visual,TR,1.25;3.75,1.25,0.6157
Human,17,1,1,34,Visual,TR,1.25;3.75,3.75,2.81383
Human,17,1,1,35,Visual,TR,1.25;3.75,1.25,0.94779
Human,17,1,1,36,Visual,TR,1.25;3.75,3.75,3.39077
Human,17,1,1,37,Visual,TR,1.25;3.75,1.25,0.93797
Human,17,1,1,38,Visual,TR,1.25;3.75,1.25,0.59779
Human,17,1,1,39,Visual,TR,1.25;3.75,1.25,0.67822
Human,17,1,1,40,Visual,TR,1.25;3.75,1.25,0.78466
Human,17,1,1,41,Visual,TR,1.25;3.75,3.75,2.53916
Human,17,1,1,42,Visual,TR,1.25;3.75,1.25,0.83501
Human,17,1,1,43,Visual,TR,1.25;3.75,3.75,2.82674
Human,17,1,1,44,Visual,TR,1.25;3.75,3.75,3.81365
Human,17,1,1,45,Visual,TR,1.25;3.75,1.25,1.03296
Human,17,1,1,46,Visual,TR,1.25;3.75,1.25,1.06588
Human,17,1,1,47,Visual,TR,1.25;3.75,1.25,0.71546
Human,17,1,1,48,Visual,TR,1.25;3.75,1.25,0.94987
Human,17,1,1,49,Visual,TR,1.25;3.75,3.75,3.1192
Human,17,1,1,50,Visual,TR,1.25;3.75,1.25,0.99854
Human,17,1,1,51,Visual,TR,1.25;3.75,1.25,0.72566
Human,17,1,1,52,Visual,TR,1.25;3.75,1.25,1.0931
Human,17,1,1,53,Visual,TR,1.25;3.75,1.25,1.00253
Human,17,1,1,54,Visual,TR,1.25;3.75,1.25,1.11808
Human,17,1,1,55,Visual,TR,1.25;3.75,1.25,0.95599
Human,17,1,1,56,Visual,TR,1.25;3.75,3.75,2.72515
Human,17,1,1,57,Visual,TR,1.25;3.75,1.25,1.0288
Human,17,1,1,58,Visual,TR,1.25;3.75,3.75,3.22946
Human,17,1,1,59,Visual,TR,1.25;3.75,3.75,3.25717
Human,17,1,1,60,Visual,TR,1.25;3.75,1.25,1.00392
Human,18,1,1,1,Visual,TR,1.25;3.75,1.25,0.6754
Human,18,1,1,2,Visual,TR,1.25;3.75,1.25,1.44269
Human,18,1,1,3,Visual,TR,1.25;3.75,3.75,0.61935
Human,18,1,1,4,Visual,TR,1.25;3.75,3.75,7.66509
Human,18,1,1,5,Visual,TR,1.25;3.75,3.75,0.50211
Human,18,1,1,6,Visual,TR,1.25;3.75,3.75,1.25002
Human,18,1,1,7,Visual,TR,1.25;3.75,1.25,2.49067
Human,18,1,1,8,Visual,TR,1.25;3.75,3.75,1.0759
Human,18,1,1,9,Visual,TR,1.25;3.75,1.25,3.05511
Human,18,1,1,10,Visual,TR,1.25;3.75,3.75,3.27246
Human,18,1,1,11,Visual,TR,1.25;3.75,3.75,2.616
Human,18,1,1,12,Visual,TR,1.25;3.75,1.25,1.30094
Human,18,1,1,13,Visual,TR,1.25;3.75,3.75,1.51908
Human,18,1,1,14,Visual,TR,1.25;3.75,3.75,1.41975
Human,18,1,1,15,Visual,TR,1.25;3.75,3.75,2.07951
Human,18,1,1,16,Visual,TR,1.25;3.75,3.75,2.4093
Human,18,1,1,17,Visual,TR,1.25;3.75,3.75,4.87439
Human,18,1,1,18,Visual,TR,1.25;3.75,1.25,0.95193
Human,18,1,1,19,Visual,TR,1.25;3.75,1.25,1.19407
Human,18,1,1,20,Visual,TR,1.25;3.75,3.75,1.6721
Human,18,1,1,21,Visual,TR,1.25;3.75,1.25,0.61827
Human,18,1,1,22,Visual,TR,1.25;3.75,1.25,1.0474
Human,18,1,1,23,Visual,TR,1.25;3.75,1.25,1.02764
Human,18,1,1,24,Visual,TR,1.25;3.75,3.75,1.40585
Human,18,1,1,25,Visual,TR,1.25;3.75,1.25,1.31294
Human,18,1,1,26,Visual,TR,1.25;3.75,3.75,2.24891
Human,18,1,1,27,Visual,TR,1.25;3.75,3.75,2.93841
Human,18,1,1,28,Visual,TR,1.25;3.75,1.25,0.54372
Human,18,1,1,29,Visual,TR,1.25;3.75,3.75,1.80283
Human,18,1,1,30,Visual,TR,1.25;3.75,3.75,1.72643
Human,18,1,1,31,Visual,TR,1.25;3.75,1.25,1.87526
Human,18,1,1,32,Visual,TR,1.25;3.75,1.25,0.56871
Human,18,1,1,33,Visual,TR,1.25;3.75,3.75,2.0046
Human,18,1,1,34,Visual,TR,1.25;3.75,1.25,0.7348
Human,18,1,1,35,Visual,TR,1.25;3.75,1.25,0.53393
Human,18,1,1,36,Visual,TR,1.25;3.75,1.25,0.64361
Human,18,1,1,37,Visual,TR,1.25;3.75,1.25,0.84758
Human,18,1,1,38,Visual,TR,1.25;3.75,1.25,1.21674
Human,18,1,1,39,Visual,TR,1.25;3.75,1.25,1.04796
Human,18,1,1,40,Visual,TR,1.25;3.75,3.75,3.21731
Human,18,1,1,41,Visual,TR,1.25;3.75,3.75,2.46821
Human,18,1,1,42,Visual,TR,1.25;3.75,1.25,0.52333
Human,18,1,1,43,Visual,TR,1.25;3.75,3.75,2.39316
Human,18,1,1,44,Visual,TR,1.25;3.75,3.75,1.91533
Human,18,1,1,45,Visual,TR,1.25;3.75,3.75,1.70743
Human,18,1,1,46,Visual,TR,1.25;3.75,3.75,2.83842
Human,18,1,1,47,Visual,TR,1.25;3.75,3.75,1.4301
Human,18,1,1,48,Visual,TR,1.25;3.75,1.25,1.1079
Human,18,1,1,49,Visual,TR,1.25;3.75,3.75,1.70036
Human,18,1,1,50,Visual,TR,1.25;3.75,1.25,0.4427
Human,18,1,1,51,Visual,TR,1.25;3.75,1.25,0.68863
Human,18,1,1,52,Visual,TR,1.25;3.75,1.25,1.02763
Human,18,1,1,53,Visual,TR,1.25;3.75,3.75,1.47373
Human,18,1,1,54,Visual,TR,1.25;3.75,1.25,1.56617
Human,18,1,1,55,Visual,TR,1.25;3.75,1.25,0.60086
Human,18,1,1,56,Visual,TR,1.25;3.75,3.75,1.32387
Human,18,1,1,57,Visual,TR,1.25;3.75,1.25,1.69307
Human,18,1,1,58,Visual,TR,1.25;3.75,1.25,0.99485
Human,18,1,1,59,Visual,TR,1.25;3.75,3.75,2.11297
Human,18,1,1,60,Visual,TR,1.25;3.75,1.25,1.59326
Human,19,1,1,1,Visual,TR,1.25;3.75,1.25,1.51795
Human,19,1,1,2,Visual,TR,1.25;3.75,1.25,1.55312
Human,19,1,1,3,Visual,TR,1.25;3.75,3.75,3.91663
Human,19,1,1,4,Visual,TR,1.25;3.75,3.75,3.88862
Human,19,1,1,5,Visual,TR,1.25;3.75,3.75,5.26753
Human,19,1,1,6,Visual,TR,1.25;3.75,3.75,5.37417
Human,19,1,1,7,Visual,TR,1.25;3.75,1.25,0.81907
Human,19,1,1,8,Visual,TR,1.25;3.75,3.75,3.82647
Human,19,1,1,9,Visual,TR,1.25;3.75,1.25,1.11625
Human,19,1,1,10,Visual,TR,1.25;3.75,3.75,4.94736
Human,19,1,1,11,Visual,TR,1.25;3.75,3.75,4.78982
Human,19,1,1,12,Visual,TR,1.25;3.75,1.25,1.61838
Human,19,1,1,13,Visual,TR,1.25;3.75,3.75,3.80827
Human,19,1,1,14,Visual,TR,1.25;3.75,3.75,4.36547
Human,19,1,1,15,Visual,TR,1.25;3.75,3.75,4.23295
Human,19,1,1,16,Visual,TR,1.25;3.75,3.75,4.19676
Human,19,1,1,17,Visual,TR,1.25;3.75,3.75,3.5651
Human,19,1,1,18,Visual,TR,1.25;3.75,1.25,1.32918
Human,19,1,1,19,Visual,TR,1.25;3.75,1.25,1.08983
Human,19,1,1,20,Visual,TR,1.25;3.75,3.75,4.67504
Human,19,1,1,21,Visual,TR,1.25;3.75,1.25,0.91484
Human,19,1,1,22,Visual,TR,1.25;3.75,1.25,1.03773
Human,19,1,1,23,Visual,TR,1.25;3.75,1.25,0.72387
Human,19,1,1,24,Visual,TR,1.25;3.75,3.75,3.11046
Human,19,1,1,25,Visual,TR,1.25;3.75,1.25,1.26169
Human,19,1,1,26,Visual,TR,1.25;3.75,3.75,3.90728
Human,19,1,1,27,Visual,TR,1.25;3.75,3.75,4.81436
Human,19,1,1,28,Visual,TR,1.25;3.75,1.25,1.2543
Human,19,1,1,29,Visual,TR,1.25;3.75,3.75,3.96614
Human,19,1,1,30,Visual,TR,1.25;3.75,3.75,3.54449
Human,19,1,1,31,Visual,TR,1.25;3.75,1.25,0.99759
Human,19,1,1,32,Visual,TR,1.25;3.75,1.25,1.64188
Human,19,1,1,33,Visual,TR,1.25;3.75,3.75,3.09748
Human,19,1,1,34,Visual,TR,1.25;3.75,1.25,1.35282
Human,19,1,1,35,Visual,TR,1.25;3.75,1.25,1.46675
Human,19,1,1,36,Visual,TR,1.25;3.75,1.25,1.16837
Human,19,1,1,37,Visual,TR,1.25;3.75,1.25,1.65703
Human,19,1,1,38,Visual,TR,1.25;3.75,1.25,1.45168
Human,19,1,1,39,Visual,TR,1.25;3.75,1.25,1.105
Human,19,1,1,40,Visual,TR,1.25;3.75,3.75,3.56254
Human,19,1,1,41,Visual,TR,1.25;3.75,3.75,5.5739
Human,19,1,1,42,Visual,TR,1.25;3.75,1.25,1.75072
Human,19,1,1,43,Visual,TR,1.25;3.75,3.75,3.47274
Human,19,1,1,44,Visual,TR,1.25;3.75,3.75,3.85951
Human,19,1,1,45,Visual,TR,1.25;3.75,3.75,3.39795
Human,19,1,1,46,Visual,TR,1.25;3.75,3.75,4.81731
Human,19,1,1,47,Visual,TR,1.25;3.75,3.75,4.34864
Human,19,1,1,48,Visual,TR,1.25;3.75,1.25,1.48488
Human,19,1,1,49,Visual,TR,1.25;3.75,3.75,2.60053
Human,19,1,1,50,Visual,TR,1.25;3.75,1.25,1.79576
Human,19,1,1,51,Visual,TR,1.25;3.75,1.25,0.76735
Human,19,1,1,52,Visual,TR,1.25;3.75,1.25,1.33262
Human,19,1,1,53,Visual,TR,1.25;3.75,3.75,3.14155
Human,19,1,1,54,Visual,TR,1.25;3.75,1.25,1.66731
Human,19,1,1,55,Visual,TR,1.25;3.75,1.25,1.12623
Human,19,1,1,56,Visual,TR,1.25;3.75,3.75,4.39427
Human,19,1,1,57,Visual,TR,1.25;3.75,1.25,1.31049
Human,19,1,1,58,Visual,TR,1.25;3.75,1.25,0.90077
Human,19,1,1,59,Visual,TR,1.25;3.75,3.75,4.56701
Human,19,1,1,60,Visual,TR,1.25;3.75,1.25,0.9712
Human,20,1,1,1,Visual,TR,1.25;3.75,1.25,0.81893
Human,20,1,1,2,Visual,TR,1.25;3.75,3.75,2.06471
Human,20,1,1,3,Visual,TR,1.25;3.75,3.75,1.74551
Human,20,1,1,4,Visual,TR,1.25;3.75,1.25,0.69086
Human,20,1,1,5,Visual,TR,1.25;3.75,3.75,3.46273
Human,20,1,1,6,Visual,TR,1.25;3.75,3.75,3.79352
Human,20,1,1,7,Visual,TR,1.25;3.75,3.75,3.55522
Human,20,1,1,8,Visual,TR,1.25;3.75,1.25,1.17485
Human,20,1,1,9,Visual,TR,1.25;3.75,3.75,3.10209
Human,20,1,1,10,Visual,TR,1.25;3.75,3.75,4.51596
Human,20,1,1,11,Visual,TR,1.25;3.75,1.25,1.4887
Human,20,1,1,12,Visual,TR,1.25;3.75,3.75,3.435
Human,20,1,1,13,Visual,TR,1.25;3.75,3.75,2.88346
Human,20,1,1,14,Visual,TR,1.25;3.75,3.75,3.5695
Human,20,1,1,15,Visual,TR,1.25;3.75,3.75,3.91744
Human,20,1,1,16,Visual,TR,1.25;3.75,1.25,0.88337
Human,20,1,1,17,Visual,TR,1.25;3.75,1.25,1.09625
Human,20,1,1,18,Visual,TR,1.25;3.75,1.25,2.2028
Human,20,1,1,19,Visual,TR,1.25;3.75,3.75,4.30594
Human,20,1,1,20,Visual,TR,1.25;3.75,1.25,1.02604
Human,20,1,1,21,Visual,TR,1.25;3.75,1.25,1.00771
Human,20,1,1,22,Visual,TR,1.25;3.75,1.25,0.96852
Human,20,1,1,23,Visual,TR,1.25;3.75,1.25,0.86999
Human,20,1,1,24,Visual,TR,1.25;3.75,3.75,4.17048
Human,20,1,1,25,Visual,TR,1.25;3.75,3.75,4.16652
Human,20,1,1,26,Visual,TR,1.25;3.75,3.75,4.03472
Human,20,1,1,27,Visual,TR,1.25;3.75,1.25,0.82619
Human,20,1,1,28,Visual,TR,1.25;3.75,3.75,3.02679
Human,20,1,1,29,Visual,TR,1.25;3.75,1.25,0.80371
