Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response
Human,20,1,1,30,Visual,TR,1.25;3.75,1.25,0.7791
Human,20,1,1,31,Visual,TR,1.25;3.75,1.25,1.14216
Human,20,1,1,32,Visual,TR,1.25;3.75,1.25,1.20809
Human,20,1,1,33,Visual,TR,1.25;3.75,1.25,1.37684
Human,20,1,1,34,Visual,TR,1.25;3.75,1.25,1.43033
Human,20,1,1,35,Visual,TR,1.25;3.75,3.75,4.32779
Human,20,1,1,36,Visual,TR,1.25;3.75,1.25,1.45254
Human,20,1,1,37,Visual,TR,1.25;3.75,3.75,3.08515
Human,20,1,1,38,Visual,TR,1.25;3.75,3.75,4.40437
Human,20,1,1,39,Visual,TR,1.25;3.75,3.75,3.50817
Human,20,1,1,40,Visual,TR,1.25;3.75,1.25,1.77089
Human,20,1,1,41,Visual,TR,1.25;3.75,1.25,0.50055
Human,20,1,1,42,Visual,TR,1.25;3.75,3.75,3.60586
Human,20,1,1,43,Visual,TR,1.25;3.75,1.25,1.14868
Human,20,1,1,44,Visual,TR,1.25;3.75,1.25,1.25446
Human,20,1,1,45,Visual,TR,1.25;3.75,1.25,1.33977
Human,20,1,1,46,Visual,TR,1.25;3.75,3.75,3.89788
Human,20,1,1,47,Visual,TR,1.25;3.75,1.25,0.96304
Human,20,1,1,48,Visual,TR,1.25;3.75,1.25,1.25131
Human,20,1,1,49,Visual,TR,1.25;3.75,3.75,3.53974
Human,20,1,1,50,Visual,TR,1.25;3.75,3.75,3.05515
Human,20,1,1,51,Visual,TR,1.25;3.75,3.75,3.40224
Human,20,1,1,52,Visual,TR,1.25;3.75,3.75,3.06943
Human,20,1,1,53,Visual,TR,1.25;3.75,1.25,1.21769
Human,20,1,1,54,Visual,TR,1.25;3.75,1.25,1.34467
Human,20,1,1,55,Visual,TR,1.25;3.75,3.75,3.57131
Human,20,1,1,56,Visual,TR,1.25;3.75,3.75,3.30985
Human,20,1,1,57,Visual,TR,1.25;3.75,3.75,2.32225
Human,20,1,1,58,Visual,TR,1.25;3.75,1.25,0.66379
Human,20,1,1,59,Visual,TR,1.25;3.75,1.25,0.97726
Human,20,1,1,60,Visual,TR,1.25;3.75,3.75,2.44417
Human,21,1,1,1,Visual,TR,1.25;3.75,1.25,0.52302
Human,21,1,1,2,Visual,TR,1.25;3.75,1.25,0.7358
Human,21,1,1,3,Visual,TR,1.25;3.75,3.75,3.02017
Human,21,1,1,4,Visual,TR,1.25;3.75,3.75,2.83031
Human,21,1,1,5,Visual,TR,1.25;3.75,3.75,3.64057
Human,21,1,1,6,Visual,TR,1.25;3.75,3.75,4.32657
Human,21,1,1,7,Visual,TR,1.25;3.75,1.25,0.60225
Human,21,1,1,8,Visual,TR,1.25;3.75,3.75,2.80176
Human,21,1,1,9,Visual,TR,1.25;3.75,1.25,1.07007
Human,21,1,1,10,Visual,TR,1.25;3.75,3.75,2.67141
Human,21,1,1,11,Visual,TR,1.25;3.75,3.75,3.35752
Human,21,1,1,12,Visual,TR,1.25;3.75,1.25,1.0948
Human,21,1,1,13,Visual,TR,1.25;3.75,3.75,2.55321
Human,21,1,1,14,Visual,TR,1.25;3.75,3.75,3.571
Human,21,1,1,15,Visual,TR,1.25;3.75,3.75,4.2571
Human,21,1,1,16,Visual,TR,1.25;3.75,3.75,3.45485
Human,21,1,1,17,Visual,TR,1.25;3.75,3.75,3.11292
Human,21,1,1,18,Visual,TR,1.25;3.75,1.25,0.52387
Human,21,1,1,19,Visual,TR,1.25;3.75,1.25,0.61454
Human,21,1,1,20,Visual,TR,1.25;3.75,3.75,1.56868
Human,21,1,1,21,Visual,TR,1.25;3.75,1.25,0.55867
Human,21,1,1,22,Visual,TR,1.25;3.75,1.25,0.59995
Human,21,1,1,23,Visual,TR,1.25;3.75,1.25,1.25022
Human,21,1,1,24,Visual,TR,1.25;3.75,3.75,2.80959
Human,21,1,1,25,Visual,TR,1.25;3.75,1.25,1.62571
Human,21,1,1,26,Visual,TR,1.25;3.75,3.75,2.84036
Human,21,1,1,27,Visual,TR,1.25;3.75,3.75,2.70666
Human,21,1,1,28,Visual,TR,1.25;3.75,1.25,0.96689
Human,21,1,1,29,Visual,TR,1.25;3.75,3.75,3.78201
Human,21,1,1,30,Visual,TR,1.25;3.75,3.75,4.0566
Human,21,1,1,31,Visual,TR,1.25;3.75,1.25,0.57773
Human,21,1,1,32,Visual,TR,1.25;3.75,1.25,0.99597
Human,21,1,1,33,Visual,TR,1.25;3.75,3.75,3.42633
Human,21,1,1,34,Visual,TR,1.25;3.75,1.25,0.58325
Human,21,1,1,35,Visual,TR,1.25;3.75,1.25,1.24195
Human,21,1,1,36,Visual,TR,1.25;3.75,1.25,1.40835
Human,21,1,1,37,Visual,TR,1.25;3.75,1.25,1.08918
Human,21,1,1,38,Visual,TR,1.25;3.75,1.25,1.16479
Human,21,1,1,39,Visual,TR,1.25;3.75,1.25,0.91055
Human,21,1,1,40,Visual,TR,1.25;3.75,3.75,3.97336
Human,21,1,1,41,Visual,TR,1.25;3.75,3.75,4.06952
Human,21,1,1,42,Visual,TR,1.25;3.75,1.25,1.274
Human,21,1,1,43,Visual,TR,1.25;3.75,3.75,3.64766
Human,21,1,1,44,Visual,TR,1.25;3.75,3.75,3.6308
Human,21,1,1,45,Visual,TR,1.25;3.75,3.75,3.1273
Human,21,1,1,46,Visual,TR,1.25;3.75,3.75,2.71402
Human,21,1,1,47,Visual,TR,1.25;3.75,3.75,2.84803
Human,21,1,1,48,Visual,TR,1.25;3.75,1.25,0.46406
Human,21,1,1,49,Visual,TR,1.25;3.75,3.75,2.46236
Human,21,1,1,50,Visual,TR,1.25;3.75,1.25,0.95212
Human,21,1,1,51,Visual,TR,1.25;3.75,1.25,0.93194
Human,21,1,1,52,Visual,TR,1.25;3.75,1.25,0.59026
Human,21,1,1,53,Visual,TR,1.25;3.75,3.75,1.65635
Human,21,1,1,54,Visual,TR,1.25;3.75,1.25,1.1393
Human,21,1,1,55,Visual,TR,1.25;3.75,1.25,0.74692
Human,21,1,1,56,Visual,TR,1.25;3.75,3.75,4.52068
Human,21,1,1,57,Visual,TR,1.25;3.75,1.25,0.6656
Human,21,1,1,58,Visual,TR,1.25;3.75,1.25,1.54991
Human,21,1,1,59,Visual,TR,1.25;3.75,3.75,2.65106
Human,21,1,1,60,Visual,TR,1.25;3.75,1.25,1.06889
Human,22,1,1,1,Visual,TR,1.25;3.75,1.25,0.11984
Human,22,1,1,2,Visual,TR,1.25;3.75,1.25,0.23984
Human,22,1,1,3,Visual,TR,1.25;3.75,3.75,2.75732
Human,22,1,1,4,Visual,TR,1.25;3.75,3.75,2.00627
Human,22,1,1,5,Visual,TR,1.25;3.75,3.75,1.45678
Human,22,1,1,6,Visual,TR,1.25;3.75,3.75,2.54646
Human,22,1,1,7,Visual,TR,1.25;3.75,1.25,1.12783
Human,22,1,1,8,Visual,TR,1.25;3.75,3.75,0.05241
Human,22,1,1,9,Visual,TR,1.25;3.75,1.25,2.80941
Human,22,1,1,10,Visual,TR,1.25;3.75,3.75,2.63539
Human,22,1,1,11,Visual,TR,1.25;3.75,3.75,3.88495
Human,22,1,1,12,Visual,TR,1.25;3.75,1.25,1.29209
Human,22,1,1,13,Visual,TR,1.25;3.75,3.75,3.25903
Human,22,1,1,14,Visual,TR,1.25;3.75,3.75,3.33392
Human,22,1,1,15,Visual,TR,1.25;3.75,3.75,3.18578
Human,22,1,1,16,Visual,TR,1.25;3.75,3.75,2.92999
Human,22,1,1,17,Visual,TR,1.25;3.75,3.75,3.43356
Human,22,1,1,18,Visual,TR,1.25;3.75,1.25,1.61953
Human,22,1,1,19,Visual,TR,1.25;3.75,1.25,1.06721
Human,22,1,1,20,Visual,TR,1.25;3.75,3.75,2.93384
Human,22,1,1,21,Visual,TR,1.25;3.75,1.25,0.98172
Human,22,1,1,22,Visual,TR,1.25;3.75,1.25,0.82949
Human,22,1,1,23,Visual,TR,1.25;3.75,1.25,1.29969
Human,22,1,1,24,Visual,TR,1.25;3.75,3.75,2.76017
Human,22,1,1,25,Visual,TR,1.25;3.75,1.25,1.53226
Human,22,1,1,26,Visual,TR,1.25;3.75,3.75,3.29564
Human,22,1,1,27,Visual,TR,1.25;3.75,3.75,3.104
Human,22,1,1,28,Visual,TR,1.25;3.75,1.25,1.6907
Human,22,1,1,29,Visual,TR,1.25;3.75,3.75,3.31371
Human,22,1,1,30,Visual,TR,1.25;3.75,3.75,3.18909
Human,22,1,1,31,Visual,TR,1.25;3.75,1.25,1.57273
Human,22,1,1,32,Visual,TR,1.25;3.75,1.25,1.56352
Human,22,1,1,33,Visual,TR,1.25;3.75,3.75,2.29931
Human,22,1,1,34,Visual,TR,1.25;3.75,1.25,0.81739
Human,22,1,1,35,Visual,TR,1.25;3.75,1.25,0.67529
Human,22,1,1,36,Visual,TR,1.25;3.75,1.25,1.01994
Human,22,1,1,37,Visual,TR,1.25;3.75,1.25,1.14007
Human,22,1,1,38,Visual,TR,1.25;3.75,1.25,0.60289
Human,22,1,1,39,Visual,TR,1.25;3.75,1.25,0.95921
Human,22,1,1,40,Visual,TR,1.25;3.75,3.75,3.17726
Human,22,1,1,41,Visual,TR,1.25;3.75,3.75,3.2714
Human,22,1,1,42,Visual,TR,1.25;3.75,1.25,0.87581
Human,22,1,1,43,Visual,TR,1.25;3.75,3.75,3.0411
Human,22,1,1,44,Visual,TR,1.25;3.75,3.75,3.70104
Human,22,1,1,45,Visual,TR,1.25;3.75,3.75,1.95355
Human,22,1,1,46,Visual,TR,1.25;3.75,3.75,3.02694
Human,22,1,1,47,Visual,TR,1.25;3.75,3.75,3.78888
Human,22,1,1,48,Visual,TR,1.25;3.75,1.25,0.62494
Human,22,1,1,49,Visual,TR,1.25;3.75,3.75,2.11702
Human,22,1,1,50,Visual,TR,1.25;3.75,1.25,1.26114
Human,22,1,1,51,Visual,TR,1.25;3.75,1.25,1.1625
Human,22,1,1,52,Visual,TR,1.25;3.75,1.25,1.17498
Human,22,1,1,53,Visual,TR,1.25;3.75,3.75,2.56929
Human,22,1,1,54,Visual,TR,1.25;3.75,1.25,1.60138
Human,22,1,1,55,Visual,TR,1.25;3.75,1.25,1.40936
Human,22,1,1,56,Visual,TR,1.25;3.75,3.75,3.00573
Human,22,1,1,57,Visual,TR,1.25;3.75,1.25,1.54799
Human,22,1,1,58,Visual,TR,1.25;3.75,1.25,1.47787
Human,22,1,1,59,Visual,TR,1.25;3.75,3.75,3.17196
Human,22,1,1,60,Visual,TR,1.25;3.75,1.25,1.45057
Human,23,1,1,1,Visual,TR,1.25;3.75,3.75,3.80645
Human,23,1,1,2,Visual,TR,1.25;3.75,1.25,0.11047
Human,23,1,1,3,Visual,TR,1.25;3.75,3.75,1.81071
Human,23,1,1,4,Visual,TR,1.25;3.75,3.75,3.40271
Human,23,1,1,5,Visual,TR,1.25;3.75,1.25,0.10106
Human,23,1,1,6,Visual,TR,1.25;3.75,3.75,3.62755
Human,23,1,1,7,Visual,TR,1.25;3.75,1.25,1.28958
Human,23,1,1,8,Visual,TR,1.25;3.75,1.25,1.32406
Human,23,1,1,9,Visual,TR,1.25;3.75,1.25,1.53587
Human,23,1,1,10,Visual,TR,1.25;3.75,1.25,2.1688
Human,23,1,1,11,Visual,TR,1.25;3.75,3.75,3.20762
Human,23,1,1,12,Visual,TR,1.25;3.75,3.75,3.23767
Human,23,1,1,13,Visual,TR,1.25;3.75,3.75,3.39067
Human,23,1,1,14,Visual,TR,1.25;3.75,1.25,0.97473
Human,23,1,1,15,Visual,TR,1.25;3.75,3.75,3.43386
Human,23,1,1,16,Visual,TR,1.25;3.75,3.75,3.34186
Human,23,1,1,17,Visual,TR,1.25;3.75,1.25,0.95184
Human,23,1,1,18,Visual,TR,1.25;3.75,3.75,3.07101
Human,23,1,1,19,Visual,TR,1.25;3.75,1.25,1.22906
Human,23,1,1,20,Visual,TR,1.25;3.75,3.75,3.16139
Human,23,1,1,21,Visual,TR,1.25;3.75,1.25,0.71911
Human,23,1,1,22,Visual,TR,1.25;3.75,3.75,3.33159
Human,23,1,1,23,Visual,TR,1.25;3.75,3.75,3.58744
Human,23,1,1,24,Visual,TR,1.25;3.75,3.75,3.65229
Human,23,1,1,25,Visual,TR,1.25;3.75,3.75,2.36355
Human,23,1,1,26,Visual,TR,1.25;3.75,3.75,3.23196
Human,23,1,1,27,Visual,TR,1.25;3.75,1.25,1.05073
Human,23,1,1,28,Visual,TR,1.25;3.75,1.25,0.56346
Human,23,1,1,29,Visual,TR,1.25;3.75,1.25,1.41898
Human,23,1,1,30,Visual,TR,1.25;3.75,1.25,1.57111
Human,23,1,1,31,Visual,TR,1.25;3.75,1.25,1.15284
Human,23,1,1,32,Visual,TR,1.25;3.75,1.25,1.62733
Human,23,1,1,33,Visual,TR,1.25;3.75,1.25,1.43741
Human,23,1,1,34,Visual,TR,1.25;3.75,3.75,3.39631
Human,23,1,1,35,Visual,TR,1.25;3.75,1.25,1.07625
Human,23,1,1,36,Visual,TR,1.25;3.75,3.75,3.16359
Human,23,1,1,37,Visual,TR,1.25;3.75,3.75,3.53104
Human,23,1,1,38,Visual,TR,1.25;3.75,3.75,3.11937
Human,23,1,1,39,Visual,TR,1.25;3.75,3.75,3.70331
Human,23,1,1,40,Visual,TR,1.25;3.75,1.25,0.92191
Human,23,1,1,41,Visual,TR,1.25;3.75,1.25,0.96077
Human,23,1,1,42,Visual,TR,1.25;3.75,1.25,1.16084
Human,23,1,1,43,Visual,TR,1.25;3.75,1.25,1.15997
Human,23,1,1,44,Visual,TR,1.25;3.75,1.25,1.32011
Human,23,1,1,45,Visual,TR,1.25;3.75,1.25,1.26374
Human,23,1,1,46,Visual,TR,1.25;3.75,1.25,1.27173
Human,23,1,1,47,Visual,TR,1.25;3.75,3.75,3.0302
Human,23,1,1,48,Visual,TR,1.25;3.75,1.25,1.31282
Human,23,1,1,49,Visual,TR,1.25;3.75,3.75,3.80026
Human,23,1,1,50,Visual,TR,1.25;3.75,3.75,3.37804
Human,23,1,1,51,Visual,TR,1.25;3.75,3.75,3.18073
Human,23,1,1,52,Visual,TR,1.25;3.75,1.25,1.0064
Human,23,1,1,53,Visual,TR,1.25;3.75,3.75,3.56064
Human,23,1,1,54,Visual,TR,1.25;3.75,1.25,1.31503
Human,23,1,1,55,Visual,TR,1.25;3.75,3.75,3.67101
Human,23,1,1,56,Visual,TR,1.25;3.75,1.25,1.41884
Human,23,1,1,57,Visual,TR,1.25;3.75,3.75,3.76868
Human,23,1,1,58,Visual,TR,1.25;3.75,1.25,1.3673
Human,23,1,1,59,Visual,TR,1.25;3.75,3.75,3.54449
Human,23,1,1,60,Visual,TR,1.25;3.75,3.75,3.73151
Human,24,1,1,1,Visual,TR,1.25;3.75,1.25,0.91444
Human,24,1,1,2,Visual,TR,1.25;3.75,1.25,1.22665
Human,24,1,1,3,Visual,TR,1.25;3.75,3.75,2.53848
Human,24,1,1,4,Visual,TR,1.25;3.75,3.75,2.69371
Human,24,1,1,5,Visual,TR,1.25;3.75,3.75,2.68065
Human,24,1,1,6,Visual,TR,1.25;3.75,3.75,5.93238
Human,24,1,1,7,Visual,TR,1.25;3.75,1.25,1.94281
Human,24,1,1,8,Visual,TR,1.25;3.75,3.75,3.75763
Human,24,1,1,9,Visual,TR,1.25;3.75,1.25,3.99422
Human,24,1,1,10,Visual,TR,1.25;3.75,3.75,3.8182
Human,24,1,1,11,Visual,TR,1.25;3.75,3.75,4.11249
Human,24,1,1,12,Visual,TR,1.25;3.75,1.25,4.3625
Human,24,1,1,13,Visual,TR,1.25;3.75,3.75,2.96177
Human,24,1,1,14,Visual,TR,1.25;3.75,3.75,5.439
Human,24,1,1,15,Visual,TR,1.25;3.75,3.75,4.0527
Human,24,1,1,16,Visual,TR,1.25;3.75,3.75,3.60285
Human,24,1,1,17,Visual,TR,1.25;3.75,3.75,3.87494
Human,24,1,1,18,Visual,TR,1.25;3.75,1.25,3.06818
Human,24,1,1,19,Visual,TR,1.25;3.75,1.25,1.81022
Human,24,1,1,20,Visual,TR,1.25;3.75,3.75,4.78672
Human,24,1,1,21,Visual,TR,1.25;3.75,1.25,3.33685
Human,24,1,1,22,Visual,TR,1.25;3.75,1.25,1.70284
Human,24,1,1,23,Visual,TR,1.25;3.75,1.25,1.5295
Human,24,1,1,24,Visual,TR,1.25;3.75,3.75,3.47154
Human,24,1,1,25,Visual,TR,1.25;3.75,1.25,2.42456
Human,24,1,1,26,Visual,TR,1.25;3.75,3.75,2.65252
Human,24,1,1,27,Visual,TR,1.25;3.75,3.75,3.40857
Human,24,1,1,28,Visual,TR,1.25;3.75,1.25,2.03777
Human,24,1,1,29,Visual,TR,1.25;3.75,3.75,3.49414
Human,24,1,1,30,Visual,TR,1.25;3.75,3.75,2.68317
Human,24,1,1,31,Visual,TR,1.25;3.75,1.25,1.29414
Human,24,1,1,32,Visual,TR,1.25;3.75,1.25,1.89795
Human,24,1,1,33,Visual,TR,1.25;3.75,3.75,3.14531
Human,24,1,1,34,Visual,TR,1.25;3.75,1.25,2.2358
Human,24,1,1,35,Visual,TR,1.25;3.75,1.25,3.7285
Human,24,1,1,36,Visual,TR,1.25;3.75,1.25,2.95616
Human,24,1,1,37,Visual,TR,1.25;3.75,1.25,2.07483
Human,24,1,1,38,Visual,TR,1.25;3.75,1.25,1.75403
Human,24,1,1,39,Visual,TR,1.25;3.75,1.25,1.28549
Human,24,1,1,40,Visual,TR,1.25;3.75,3.75,3.17
Human,24,1,1,41,Visual,TR,1.25;3.75,3.75,2.77329
Human,24,1,1,42,Visual,TR,1.25;3.75,1.25,1.04122
Human,24,1,1,43,Visual,TR,1.25;3.75,3.75,3.56772
Human,24,1,1,44,Visual,TR,1.25;3.75,3.75,3.36712
Human,24,1,1,45,Visual,TR,1.25;3.75,3.75,3.87236
Human,24,1,1,46,Visual,TR,1.25;3.75,3.75,3.70726
Human,24,1,1,47,Visual,TR,1.25;3.75,3.75,4.76341
Human,24,1,1,48,Visual,TR,1.25;3.75,1.25,1.50387
Human,24,1,1,49,Visual,TR,1.25;3.75,3.75,3.45159
Human,24,1,1,50,Visual,TR,1.25;3.75,1.25,1.14794
Human,24,1,1,51,Visual,TR,1.25;3.75,1.25,1.33059
Human,24,1,1,52,Visual,TR,1.25;3.75,1.25,1.60149
Human,24,1,1,53,Visual,TR,1.25;3.75,3.75,2.8517
Human,24,1,1,54,Visual,TR,1.25;3.75,1.25,2.78184
Human,24,1,1,55,Visual,TR,1.25;3.75,1.25,1.79711
Human,24,1,1,56,Visual,TR,1.25;3.75,3.75,2.70806
Human,24,1,1,57,Visual,TR,1.25;3.75,1.25,2.54642
Human,24,1,1,58,Visual,TR,1.25;3.75,1.25,2.72898
Human,24,1,1,59,Visual,TR,1.25;3.75,3.75,4.83093
Human,24,1,1,60,Visual,TR,1.25;3.75,1.25,1.18227
Human,25,1,1,1,Visual,TR,1.25;3.75,3.75,3.019
Human,25,1,1,2,Visual,TR,1.25;3.75,1.25,0.65092
Human,25,1,1,3,Visual,TR,1.25;3.75,3.75,2.89025
Human,25,1,1,4,Visual,TR,1.25;3.75,3.75,3.3
Human,25,1,1,5,Visual,TR,1.25;3.75,3.75,3.44138
Human,25,1,1,6,Visual,TR,1.25;3.75,3.75,0.32112
Human,25,1,1,7,Visual,TR,1.25;3.75,1.25,0.12141
Human,25,1,1,8,Visual,TR,1.25;3.75,1.25,1.22526
Human,25,1,1,9,Visual,TR,1.25;3.75,1.25,0.49827
Human,25,1,1,10,Visual,TR,1.25;3.75,3.75,4.3846
Human,25,1,1,11,Visual,TR,1.25;3.75,3.75,3.70203
Human,25,1,1,12,Visual,TR,1.25;3.75,3.75,3.85593
Human,25,1,1,13,Visual,TR,1.25;3.75,1.25,0.88623
Human,25,1,1,14,Visual,TR,1.25;3.75,1.25,0.92463
Human,25,1,1,15,Visual,TR,1.25;3.75,1.25,0.93822
Human,25,1,1,16,Visual,TR,1.25;3.75,3.75,3.22858
Human,25,1,1,17,Visual,TR,1.25;3.75,1.25,1.27374
Human,25,1,1,18,Visual,TR,1.25;3.75,1.25,0.57342
Human,25,1,1,19,Visual,TR,1.25;3.75,3.75,2.10386
Human,25,1,1,20,Visual,TR,1.25;3.75,3.75,4.08467
Human,25,1,1,21,Visual,TR,1.25;3.75,3.75,3.65887
Human,25,1,1,22,Visual,TR,1.25;3.75,3.75,2.71403
Human,25,1,1,23,Visual,TR,1.25;3.75,1.25,1.76262
Human,25,1,1,24,Visual,TR,1.25;3.75,1.25,0.81804
Human,25,1,1,25,Visual,TR,1.25;3.75,1.25,0.6239
Human,25,1,1,26,Visual,TR,1.25;3.75,1.25,0.89037
Human,25,1,1,27,Visual,TR,1.25;3.75,1.25,0.64721
Human,25,1,1,28,Visual,TR,1.25;3.75,1.25,0.55789
Human,25,1,1,29,Visual,TR,1.25;3.75,3.75,1.96001
Human,25,1,1,30,Visual,TR,1.25;3.75,1.25,0.89685
Human,25,1,1,31,Visual,TR,1.25;3.75,3.75,2.82866
Human,25,1,1,32,Visual,TR,1.25;3.75,1.25,1.1611
Human,25,1,1,33,Visual,TR,1.25;3.75,1.25,1.57743
Human,25,1,1,34,Visual,TR,1.25;3.75,3.75,5.10561
Human,25,1,1,35,Visual,TR,1.25;3.75,3.75,3.51326
Human,25,1,1,36,Visual,TR,1.25;3.75,1.25,1.41087
Human,25,1,1,37,Visual,TR,1.25;3.75,1.25,1.98958
Human,25,1,1,38,Visual,TR,1.25;3.75,3.75,4.56819
Human,25,1,1,39,Visual,TR,1.25;3.75,3.75,5.05046
Human,25,1,1,40,Visual,TR,1.25;3.75,1.25,0.91446
Human,25,1,1,41,Visual,TR,1.25;3.75,3.75,4.04537
Human,25,1,1,42,Visual,TR,1.25;3.75,1.25,1.04488
Human,25,1,1,43,Visual,TR,1.25;3.75,3.75,3.4442
Human,25,1,1,44,Visual,TR,1.25;3.75,1.25,1.70421
Human,25,1,1,45,Visual,TR,1.25;3.75,3.75,3.82884
Human,25,1,1,46,Visual,TR,1.25;3.75,1.25,0.4578
Human,25,1,1,47,Visual,TR,1.25;3.75,3.75,3.56661
Human,25,1,1,48,Visual,TR,1.25;3.75,3.75,3.62515
Human,25,1,1,49,Visual,TR,1.25;3.75,1.25,0.13865
Human,25,1,1,50,Visual,TR,1.25;3.75,3.75,3.28158
Human,25,1,1,51,Visual,TR,1.25;3.75,3.75,2.90437
Human,25,1,1,52,Visual,TR,1.25;3.75,3.75,3.19177
Human,25,1,1,53,Visual,TR,1.25;3.75,3.75,4.37705
Human,25,1,1,54,Visual,TR,1.25;3.75,1.25,0.85819
Human,25,1,1,55,Visual,TR,1.25;3.75,3.75,3.07626
Human,25,1,1,56,Visual,TR,1.25;3.75,1.25,2.54705
Human,25,1,1,57,Visual,TR,1.25;3.75,1.25,1.3997
Human,25,1,1,58,Visual,TR,1.25;3.75,1.25,0.81304
Human,25,1,1,59,Visual,TR,1.25;3.75,3.75,2.79295
Human,25,1,1,60,Visual,TR,1.25;3.75,1.25,1.44583
